ImageId,Label
280,6
281,0
282,0
283,0
284,6
285,0
286,4
287,4
288,4
289,4
290,6
291,0
292,4
293,4
294,0
295,6
296,0
297,0
298,0
299,0
300,0
301,1
302,0
303,0
304,6
305,6
306,6
307,0
308,0
309,4
310,0
311,6
312,6
313,4
314,6
315,0
316,0
317,0
318,0
319,4
320,6
321,4
322,6
323,4
324,4
325,0
326,4
327,0
328,1
329,0
330,0
331,6
332,0
333,1
334,0
335,0
336,0
337,0
338,6
339,6
340,6
341,1
342,6
343,4
344,0
345,4
346,0
347,0
348,0
349,4
350,0
351,0
352,4
353,4
354,0
355,4
356,0
357,0
358,4
359,0
360,0
361,0
362,6
363,0
364,0
365,6
366,6
367,0
368,6
369,1
370,6
371,6
372,0
373,4
374,4
375,4
376,0
377,4
378,6
379,0
380,6
381,0
382,6
383,6
384,6
385,0
386,6
387,0
388,4
389,4
390,4
391,1
392,4
393,6
394,4
395,6
396,6
397,6
398,1
399,0
400,0
401,4
402,4
403,6
404,1
405,1
406,1
407,6
408,0
409,0
410,0
411,0
412,0
413,4
414,0
415,0
416,0
417,1
418,6
419,0
420,4
421,4
422,0
423,6
424,0
425,0
426,4
427,6
428,4
429,6
430,4
431,4
432,0
433,0
434,0
435,0
436,1
437,4
438,0
439,0
440,6
441,6
442,4
443,4
444,6
445,6
446,6
447,6
448,6
449,0
450,1
451,4
452,4
453,0
454,6
455,0
456,0
457,0
458,0
459,4
460,6
461,6
462,4
463,4
464,0
465,0
466,1
467,4
468,4
469,6
470,1
471,1
472,6
473,4
474,4
475,6
476,0
477,6
478,0
479,1
480,0
481,6
482,0
483,1
484,0
485,0
486,4
487,4
488,6
489,0
490,4
491,0
492,4
493,0
494,0
495,6
496,0
497,0
498,0
499,0
500,0
501,0
502,6
503,6
504,0
505,0
506,6
507,0
508,0
509,6
510,6
511,4
512,0
513,0
514,0
515,4
516,0
517,0
518,4
519,6
520,0
521,0
522,0
523,0
524,6
525,0
526,1
527,0
528,1
529,1
530,4
531,0
532,0
533,0
534,0
535,4
536,6
537,0
538,0
539,6
540,7
541,0
542,0
543,4
544,0
545,0
546,0
547,0
548,6
549,0
550,1
551,0
552,0
553,0
554,0
555,0
556,0
557,4
558,4
559,6
560,6
561,6
562,0
563,0
564,0
565,6
566,0
567,0
568,1
569,6
570,6
571,0
572,6
573,0
574,0
575,0
576,0
577,6
578,0
579,6
580,0
581,0
582,6
583,6
584,6
585,0
586,1
587,4
588,0
589,0
590,0
591,0
592,6
593,0
594,4
595,6
596,1
597,6
598,6
599,0
600,0
601,0
602,1
603,4
604,1
605,4
606,7
607,4
608,6
609,0
610,4
611,4
612,6
613,0
614,0
615,4
616,4
617,4
618,6
619,0
620,0
621,0
622,0
623,4
624,6
625,1
626,4
627,1
628,0
629,6
630,0
631,0
632,1
633,6
634,0
635,1
636,1
637,4
638,4
639,1
640,0
641,6
642,4
643,6
644,0
645,4
646,0
647,0
648,1
649,6
650,0
651,4
652,4
653,6
654,0
655,6
656,7
657,6
658,1
659,0
660,4
661,6
662,0
663,6
664,0
665,0
666,0
667,6
668,0
669,0
670,0
671,4
672,4
673,0
674,0
675,0
676,4
677,0
678,0
679,6
680,0
681,6
682,4
683,6
684,4
685,4
686,1
687,3
688,4
689,4
690,4
691,6
692,0
693,0
694,4
695,0
696,4
697,0
698,4
699,4
700,0
701,6
702,6
703,0
704,0
705,0
706,0
707,0
708,0
709,6
710,6
711,4
712,0
713,6
714,1
715,4
716,0
717,6
718,0
719,4
720,0
721,6
722,0
723,6
724,0
725,1
726,0
727,6
728,4
729,6
730,0
731,4
732,6
733,0
734,0
735,4
736,0
737,6
738,0
739,4
740,0
741,6
742,0
743,6
744,4
745,0
746,6
747,6
748,4
749,0
750,6
751,6
752,4
753,6
754,6
755,6
756,0
757,4
758,1
759,6
760,0
761,6
762,0
763,6
764,0
765,0
766,0
767,0
768,0
769,0
770,4
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,6
781,0
782,0
783,0
784,0
785,0
786,4
787,0
788,1
789,0
790,0
791,4
792,6
793,6
794,0
795,4
796,4
797,1
798,1
799,4
800,4
801,1
802,2
803,0
804,0
805,4
806,4
807,4
808,0
809,6
810,4
811,0
812,4
813,0
814,0
815,0
816,6
817,6
818,4
819,4
820,6
821,0
822,0
823,6
824,0
825,6
826,4
827,0
828,0
829,6
830,0
831,1
832,0
833,0
834,0
835,0
836,4
837,0
838,1
839,0
840,6
841,6
842,0
843,0
844,0
845,6
846,6
847,4
848,6
849,0
850,4
851,4
852,4
853,0
854,0
855,6
856,4
857,6
858,0
859,0
860,6
861,0
862,6
863,6
864,0
865,6
866,0
867,6
868,0
869,0
870,4
871,6
872,0
873,4
874,0
875,0
876,0
877,3
878,4
879,0
880,4
881,0
882,0
883,4
884,4
885,0
886,4
887,1
888,0
889,4
890,4
891,1
892,4
893,6
894,0
895,4
896,0
897,4
898,6
899,6
900,6
901,0
902,0
903,0
904,4
905,4
906,0
907,7
908,0
909,0
910,4
911,0
912,7
913,0
914,0
915,0
916,0
917,0
918,0
919,6
920,6
921,6
922,6
923,6
924,4
925,6
926,0
927,4
928,0
929,6
930,0
931,4
932,0
933,4
934,6
935,6
936,0
937,0
938,0
939,4
940,0
941,0
942,6
943,0
944,4
945,0
946,4
947,6
948,6
949,4
950,0
951,6
952,4
953,6
954,6
955,0
956,6
957,4
958,4
959,6
960,6
961,0
962,6
963,6
964,0
965,0
966,0
967,6
968,0
969,6
970,0
971,4
972,0
973,0
974,6
975,4
976,0
977,0
978,0
979,4
980,6
981,0
982,6
983,4
984,4
985,4
986,4
987,0
988,0
989,0
990,0
991,1
992,7
993,0
994,0
995,4
996,0
997,6
998,0
999,0
1000,4
1001,0
1002,4
1003,0
1004,0
1005,4
1006,0
1007,6
1008,0
1009,6
1010,4
1011,0
1012,0
1013,0
1014,4
1015,0
1016,4
1017,6
1018,1
1019,4
1020,0
1021,0
1022,4
1023,4
1024,0
1025,6
1026,0
1027,1
1028,4
1029,0
1030,1
1031,4
1032,1
1033,4
1034,1
1035,0
1036,6
1037,0
1038,0
1039,0
1040,6
1041,1
1042,6
1043,4
1044,4
1045,0
1046,0
1047,6
1048,4
1049,0
1050,6
1051,0
1052,6
1053,6
1054,0
1055,6
1056,1
1057,4
1058,0
1059,6
1060,0
1061,0
1062,1
1063,4
1064,0
1065,4
1066,6
1067,0
1068,0
1069,0
1070,4
1071,0
1072,6
1073,4
1074,0
1075,7
1076,0
1077,1
1078,1
1079,0
1080,4
1081,0
1082,0
1083,0
1084,0
1085,4
1086,4
1087,0
1088,6
1089,0
1090,6
1091,0
1092,6
1093,6
1094,1
1095,4
1096,0
1097,6
1098,4
1099,0
1100,0
1101,4
1102,6
1103,4
1104,6
1105,1
1106,7
1107,0
1108,6
1109,0
1110,0
1111,4
1112,0
1113,6
1114,6
1115,0
1116,0
1117,0
1118,0
1119,0
1120,4
1121,6
1122,6
1123,6
1124,1
1125,0
1126,0
1127,0
1128,6
1129,6
1130,6
1131,0
1132,0
1133,4
1134,0
1135,1
1136,6
1137,0
1138,4
1139,6
1140,0
1141,0
1142,0
1143,0
1144,0
1145,6
1146,1
1147,4
1148,0
1149,6
1150,0
1151,1
1152,4
1153,0
1154,0
1155,6
1156,4
1157,4
1158,2
1159,4
1160,6
1161,4
1162,1
1163,6
1164,0
1165,1
1166,4
1167,1
1168,0
1169,6
1170,6
1171,6
1172,6
1173,4
1174,6
1175,4
1176,0
1177,0
1178,4
1179,0
1180,0
1181,6
1182,0
1183,0
1184,4
1185,0
1186,4
1187,0
1188,4
1189,0
1190,4
1191,0
1192,0
1193,0
1194,0
1195,6
1196,0
1197,0
1198,0
1199,0
1200,4
1201,1
1202,4
1203,0
1204,4
1205,4
1206,6
1207,4
1208,6
1209,6
1210,0
1211,0
1212,0
1213,6
1214,4
1215,0
1216,4
1217,0
1218,4
1219,0
1220,6
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,6
1228,6
1229,0
1230,0
1231,4
1232,6
1233,6
1234,6
1235,6
1236,6
1237,0
1238,6
1239,4
1240,4
1241,0
1242,6
1243,4
1244,0
1245,0
1246,6
1247,4
1248,4
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,1
1257,4
1258,0
1259,6
1260,0
1261,0
1262,0
1263,0
1264,6
1265,7
1266,6
1267,6
1268,0
1269,0
1270,1
1271,4
1272,0
1273,4
1274,6
1275,0
1276,4
1277,0
1278,0
1279,4
1280,6
1281,4
1282,0
1283,4
1284,0
1285,4
1286,6
1287,0
1288,0
1289,0
1290,6
1291,0
1292,0
1293,0
1294,0
1295,0
1296,4
1297,4
1298,0
1299,0
1300,6
1301,6
1302,0
1303,6
1304,1
1305,0
1306,0
1307,4
1308,0
1309,0
1310,4
1311,6
1312,4
1313,4
1314,4
1315,4
1316,0
1317,0
1318,6
1319,4
1320,4
1321,4
1322,6
1323,0
1324,6
1325,0
1326,0
1327,6
1328,6
1329,4
1330,1
1331,0
1332,0
1333,0
1334,6
1335,0
1336,1
1337,0
1338,0
1339,0
1340,0
1341,0
1342,4
1343,6
1344,0
1345,4
1346,0
1347,6
1348,6
1349,6
1350,6
1351,0
1352,6
1353,4
1354,6
1355,0
1356,6
1357,4
1358,0
1359,6
1360,1
1361,4
1362,0
1363,4
1364,0
1365,1
1366,0
1367,0
1368,0
1369,0
1370,1
1371,4
1372,4
1373,6
1374,6
1375,4
1376,0
1377,0
1378,0
1379,4
1380,4
1381,0
1382,6
1383,0
1384,6
1385,4
1386,6
1387,4
1388,0
1389,1
1390,4
1391,6
1392,6
1393,0
1394,0
1395,6
1396,6
1397,4
1398,6
1399,0
1400,6
1401,1
1402,0
1403,4
1404,6
1405,4
1406,0
1407,4
1408,0
1409,6
1410,4
1411,0
1412,1
1413,0
1414,1
1415,4
1416,0
1417,4
1418,6
1419,4
1420,4
1421,4
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,4
1433,2
1434,4
1435,0
1436,0
1437,6
1438,0
1439,4
1440,4
1441,6
1442,0
1443,6
1444,0
1445,6
1446,0
1447,0
1448,3
1449,0
1450,0
1451,6
1452,1
1453,4
1454,0
1455,6
1456,6
1457,0
1458,4
1459,0
1460,0
1461,0
1462,0
1463,0
1464,4
1465,6
1466,6
1467,0
1468,4
1469,0
1470,0
1471,1
1472,0
1473,0
1474,6
1475,4
1476,0
1477,0
1478,0
1479,0
1480,1
1481,0
1482,6
1483,0
1484,6
1485,4
1486,0
1487,4
1488,0
1489,4
1490,6
1491,1
1492,0
1493,0
1494,4
1495,0
1496,0
1497,0
1498,6
1499,6
1500,1
1501,0
1502,1
1503,4
1504,0
1505,0
1506,6
1507,0
1508,0
1509,0
1510,0
1511,0
1512,1
1513,6
1514,0
1515,0
1516,4
1517,4
1518,6
1519,0
1520,6
1521,4
1522,4
1523,6
1524,1
1525,6
1526,0
1527,6
1528,0
1529,0
1530,1
1531,6
1532,6
1533,0
1534,0
1535,0
1536,6
1537,0
1538,4
1539,0
1540,0
1541,0
1542,0
1543,4
1544,0
1545,0
1546,4
1547,4
1548,0
1549,6
1550,6
1551,0
1552,4
1553,1
1554,4
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,4
1563,6
1564,6
1565,4
1566,0
1567,1
1568,4
1569,6
1570,6
1571,0
1572,0
1573,0
1574,4
1575,6
1576,6
1577,6
1578,1
1579,4
1580,0
1581,4
1582,0
1583,6
1584,6
1585,6
1586,0
1587,0
1588,6
1589,0
1590,0
1591,0
1592,6
1593,3
1594,0
1595,0
1596,4
1597,1
1598,0
1599,6
1600,0
1601,0
1602,4
1603,4
1604,6
1605,0
1606,0
1607,0
1608,6
1609,1
1610,4
1611,4
1612,6
1613,4
1614,0
1615,6
1616,4
1617,0
1618,0
1619,6
1620,1
1621,0
1622,0
1623,6
1624,4
1625,6
1626,4
1627,4
1628,6
1629,6
1630,0
1631,0
1632,4
1633,6
1634,0
1635,1
1636,0
1637,0
1638,6
1639,0
1640,1
1641,6
1642,0
1643,4
1644,4
1645,6
1646,6
1647,6
1648,0
1649,6
1650,0
1651,1
1652,4
1653,4
1654,6
1655,6
1656,4
1657,0
1658,0
1659,0
1660,4
1661,1
1662,1
1663,0
1664,6
1665,1
1666,4
1667,6
1668,0
1669,6
1670,0
1671,0
1672,0
1673,6
1674,4
1675,6
1676,0
1677,6
1678,6
1679,6
1680,0
1681,0
1682,0
1683,6
1684,6
1685,0
1686,0
1687,1
1688,0
1689,0
1690,4
1691,4
1692,4
1693,6
1694,0
1695,6
1696,4
1697,0
1698,0
1699,4
1700,0
1701,6
1702,6
1703,0
1704,0
1705,6
1706,0
1707,0
1708,6
1709,0
1710,4
1711,4
1712,1
1713,6
1714,0
1715,6
1716,4
1717,0
1718,0
1719,0
1720,4
1721,0
1722,0
1723,0
1724,6
1725,0
1726,0
1727,1
1728,6
1729,0
1730,4
1731,0
1732,6
1733,4
1734,6
1735,6
1736,0
1737,0
1738,0
1739,6
1740,0
1741,6
1742,6
1743,0
1744,6
1745,6
1746,0
1747,1
1748,6
1749,4
1750,0
1751,4
1752,1
1753,0
1754,4
1755,0
1756,4
1757,0
1758,6
1759,1
1760,6
1761,0
1762,6
1763,4
1764,6
1765,4
1766,6
1767,0
1768,4
1769,6
1770,2
1771,4
1772,6
1773,6
1774,0
1775,0
1776,0
1777,1
1778,0
1779,6
1780,6
1781,1
1782,0
1783,0
1784,0
1785,0
1786,6
1787,0
1788,0
1789,6
1790,6
1791,0
1792,4
1793,4
1794,6
1795,4
1796,6
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,6
1804,0
1805,4
1806,0
1807,6
1808,0
1809,1
1810,0
1811,0
1812,6
1813,6
1814,0
1815,4
1816,0
1817,0
1818,6
1819,7
1820,6
1821,4
1822,6
1823,6
1824,0
1825,6
1826,4
1827,0
1828,0
1829,0
1830,4
1831,4
1832,6
1833,0
1834,0
1835,1
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,6
1843,0
1844,0
1845,0
1846,6
1847,0
1848,4
1849,0
1850,0
1851,0
1852,4
1853,1
1854,6
1855,4
1856,6
1857,0
1858,6
1859,0
1860,4
1861,7
1862,6
1863,0
1864,0
1865,0
1866,0
1867,6
1868,4
1869,0
1870,6
1871,0
1872,6
1873,0
1874,6
1875,4
1876,6
1877,0
1878,0
1879,0
1880,0
1881,0
1882,1
1883,4
1884,0
1885,0
1886,6
1887,6
1888,6
1889,4
1890,6
1891,6
1892,0
1893,0
1894,0
1895,0
1896,4
1897,1
1898,0
1899,6
1900,6
1901,0
1902,0
1903,7
1904,4
1905,4
1906,4
1907,0
1908,0
1909,0
1910,1
1911,1
1912,4
1913,6
1914,4
1915,1
1916,4
1917,6
1918,0
1919,0
1920,4
1921,0
1922,6
1923,4
1924,6
1925,4
1926,6
1927,6
1928,0
1929,6
1930,0
1931,0
1932,6
1933,0
1934,0
1935,0
1936,2
1937,0
1938,0
1939,6
1940,0
1941,4
1942,0
1943,0
1944,4
1945,6
1946,0
1947,4
1948,0
1949,6
1950,0
1951,0
1952,4
1953,4
1954,0
1955,0
1956,4
1957,4
1958,0
1959,6
1960,0
1961,0
1962,0
1963,6
1964,6
1965,4
1966,0
1967,1
1968,4
1969,0
1970,0
1971,6
1972,6
1973,4
1974,6
1975,0
1976,6
1977,6
1978,1
1979,0
1980,0
1981,6
1982,4
1983,0
1984,4
1985,0
1986,0
1987,0
1988,0
1989,0
1990,4
1991,4
1992,0
1993,0
1994,4
1995,6
1996,0
1997,0
1998,6
1999,0
2000,4
2001,4
2002,0
2003,1
2004,6
2005,0
2006,0
2007,0
2008,0
2009,0
2010,1
2011,6
2012,4
2013,1
2014,4
2015,6
2016,4
2017,0
2018,0
2019,4
2020,4
2021,0
2022,4
2023,6
2024,0
2025,0
2026,0
2027,0
2028,0
2029,6
2030,4
2031,6
2032,0
2033,4
2034,4
2035,6
2036,0
2037,6
2038,6
2039,6
2040,7
2041,0
2042,1
2043,0
2044,6
2045,4
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,4
2054,0
2055,0
2056,4
2057,4
2058,0
2059,0
2060,0
2061,0
2062,0
2063,4
2064,0
2065,0
2066,4
2067,0
2068,6
2069,6
2070,6
2071,0
2072,6
2073,6
2074,6
2075,0
2076,6
2077,4
2078,0
2079,0
2080,0
2081,0
2082,6
2083,6
2084,6
2085,0
2086,0
2087,0
2088,0
2089,6
2090,4
2091,0
2092,0
2093,0
2094,0
2095,6
2096,6
2097,0
2098,0
2099,4
2100,0
2101,4
2102,6
2103,4
2104,0
2105,6
2106,6
2107,4
2108,6
2109,0
2110,0
2111,0
2112,7
2113,6
2114,0
2115,6
2116,4
2117,6
2118,0
2119,6
2120,6
2121,4
2122,6
2123,0
2124,4
2125,6
2126,6
2127,0
2128,0
2129,6
2130,1
2131,6
2132,4
2133,4
2134,6
2135,1
2136,6
2137,0
2138,4
2139,4
2140,6
2141,6
2142,1
2143,4
2144,6
2145,0
2146,0
2147,1
2148,6
2149,6
2150,6
2151,6
2152,0
2153,0
2154,6
2155,6
2156,0
2157,4
2158,0
2159,0
2160,0
2161,4
2162,6
2163,6
2164,0
2165,0
2166,1
2167,6
2168,1
2169,6
2170,6
2171,4
2172,0
2173,7
2174,0
2175,6
2176,6
2177,0
2178,0
2179,0
2180,6
2181,0
2182,6
2183,0
2184,4
2185,6
2186,6
2187,4
2188,1
2189,0
2190,0
2191,4
2192,6
2193,0
2194,0
2195,6
2196,4
2197,0
2198,4
2199,0
2200,4
2201,1
2202,0
2203,4
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,6
2211,0
2212,6
2213,0
2214,6
2215,0
2216,6
2217,7
2218,4
2219,4
2220,6
2221,6
2222,4
2223,6
2224,6
2225,0
2226,0
2227,6
2228,6
2229,4
2230,4
2231,6
2232,0
2233,6
2234,6
2235,4
2236,4
2237,6
2238,6
2239,0
2240,0
2241,0
2242,4
2243,6
2244,6
2245,4
2246,6
2247,6
2248,0
2249,0
2250,0
2251,6
2252,6
2253,0
2254,6
2255,0
2256,4
2257,0
2258,0
2259,0
2260,6
2261,0
2262,0
2263,6
2264,0
2265,0
2266,0
2267,0
2268,6
2269,0
2270,0
2271,1
2272,0
2273,0
2274,4
2275,0
2276,0
2277,0
2278,6
2279,4
2280,0
2281,4
2282,0
2283,0
2284,0
2285,6
2286,0
2287,6
2288,0
2289,4
2290,6
2291,0
2292,6
2293,0
2294,6
2295,6
2296,4
2297,0
2298,0
2299,0
2300,0
2301,6
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,6
2310,0
2311,6
2312,6
2313,0
2314,4
2315,6
2316,1
2317,0
2318,0
2319,1
2320,0
2321,6
2322,6
2323,6
2324,6
2325,4
2326,0
2327,6
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,1
2335,6
2336,4
2337,4
2338,4
2339,0
2340,6
2341,4
2342,0
2343,0
2344,0
2345,0
2346,4
2347,4
2348,6
2349,6
2350,0
2351,4
2352,6
2353,6
2354,4
2355,6
2356,6
2357,0
2358,4
2359,0
2360,4
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,4
2371,0
2372,0
2373,0
2374,0
2375,4
2376,1
2377,6
2378,0
2379,6
2380,0
2381,6
2382,0
2383,0
2384,6
2385,0
2386,6
2387,0
2388,4
2389,0
2390,0
2391,4
2392,0
2393,0
2394,4
2395,0
2396,4
2397,0
2398,0
2399,4
2400,4
2401,0
2402,0
2403,0
2404,1
2405,6
2406,6
2407,0
2408,6
2409,6
2410,6
2411,4
2412,0
2413,4
2414,0
2415,7
2416,4
2417,0
2418,4
2419,0
2420,6
2421,0
2422,6
2423,0
2424,0
2425,4
2426,0
2427,0
2428,1
2429,0
2430,0
2431,0
2432,0
2433,0
2434,4
2435,6
2436,0
2437,0
2438,0
2439,6
2440,6
2441,4
2442,6
2443,6
2444,7
2445,6
2446,0
2447,0
2448,6
2449,0
2450,0
2451,0
2452,0
2453,0
2454,6
2455,4
2456,6
2457,6
2458,4
2459,0
2460,0
2461,0
2462,0
2463,4
2464,0
2465,4
2466,4
2467,0
2468,4
2469,6
2470,4
2471,4
2472,0
2473,1
2474,6
2475,6
2476,0
2477,0
2478,6
2479,0
2480,6
2481,1
2482,0
2483,4
2484,0
2485,1
2486,6
2487,4
2488,4
2489,4
2490,6
2491,6
2492,0
2493,0
2494,6
2495,4
2496,0
2497,1
2498,0
2499,6
2500,0
2501,0
2502,4
2503,6
2504,4
2505,1
2506,6
2507,0
2508,6
2509,6
2510,0
2511,0
2512,6
2513,1
2514,0
2515,6
2516,0
2517,6
2518,6
2519,0
2520,6
2521,6
2522,0
2523,0
2524,6
2525,4
2526,6
2527,4
2528,0
2529,0
2530,0
2531,6
2532,0
2533,6
2534,4
2535,4
2536,6
2537,6
2538,6
2539,4
2540,1
2541,1
2542,0
2543,0
2544,6
2545,6
2546,4
2547,0
2548,0
2549,6
2550,4
2551,0
2552,0
2553,0
2554,0
2555,4
2556,0
2557,4
2558,6
2559,6
2560,4
2561,6
2562,6
2563,4
2564,6
2565,0
2566,6
2567,0
2568,0
2569,4
2570,6
2571,6
2572,0
2573,6
2574,6
2575,6
2576,0
2577,0
2578,4
2579,0
2580,4
2581,4
2582,1
2583,4
2584,4
2585,0
2586,4
2587,4
2588,6
2589,0
2590,0
2591,4
2592,0
2593,0
2594,4
2595,6
2596,1
2597,6
2598,0
2599,4
2600,0
2601,6
2602,4
2603,0
2604,0
2605,4
2606,0
2607,0
2608,4
2609,0
2610,0
2611,4
2612,0
2613,0
2614,6
2615,4
2616,4
2617,4
2618,0
2619,0
2620,0
2621,0
2622,6
2623,1
2624,0
2625,6
2626,6
2627,4
2628,4
2629,6
2630,6
2631,0
2632,6
2633,0
2634,0
2635,6
2636,4
2637,4
2638,6
2639,0
2640,0
2641,1
2642,6
2643,6
2644,0
2645,4
2646,6
2647,0
2648,6
2649,4
2650,0
2651,1
2652,0
2653,6
2654,4
2655,0
2656,6
2657,6
2658,6
2659,0
2660,4
2661,6
2662,4
2663,0
2664,0
2665,4
2666,4
2667,6
2668,4
2669,0
2670,0
2671,6
2672,0
2673,0
2674,6
2675,4
2676,6
2677,6
2678,0
2679,6
2680,6
2681,6
2682,1
2683,0
2684,6
2685,4
2686,4
2687,1
2688,6
2689,1
2690,0
2691,6
2692,0
2693,1
2694,6
2695,4
2696,0
2697,0
2698,0
2699,4
2700,4
2701,0
2702,0
2703,6
2704,6
2705,0
2706,4
2707,6
2708,0
2709,6
2710,4
2711,4
2712,6
2713,0
2714,0
2715,1
2716,0
2717,1
2718,1
2719,0
2720,0
2721,0
2722,4
2723,6
2724,0
2725,0
2726,6
2727,4
2728,6
2729,4
2730,6
2731,0
2732,6
2733,6
2734,1
2735,1
2736,0
2737,4
2738,0
2739,6
2740,0
2741,4
2742,4
2743,4
2744,4
2745,0
2746,4
2747,0
2748,0
2749,0
2750,0
2751,6
2752,0
2753,6
2754,4
2755,0
2756,0
2757,0
2758,0
2759,6
2760,0
2761,4
2762,0
2763,0
2764,6
2765,0
2766,0
2767,0
2768,7
2769,0
2770,0
2771,0
2772,0
2773,7
2774,4
2775,0
2776,4
2777,1
2778,0
2779,6
2780,2
2781,4
2782,6
2783,4
2784,0
2785,0
2786,6
2787,0
2788,0
2789,0
2790,1
2791,4
2792,6
2793,4
2794,0
2795,4
2796,0
2797,6
2798,6
2799,0
2800,6
2801,6
2802,6
2803,4
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,7
2811,0
2812,1
2813,6
2814,6
2815,4
2816,6
2817,6
2818,6
2819,1
2820,4
2821,6
2822,4
2823,7
2824,1
2825,0
2826,6
2827,6
2828,4
2829,4
2830,1
2831,4
2832,6
2833,6
2834,0
2835,0
2836,6
2837,0
2838,0
2839,4
2840,0
2841,0
2842,1
2843,6
2844,6
2845,3
2846,1
2847,0
2848,1
2849,0
2850,6
2851,0
2852,0
2853,4
2854,1
2855,0
2856,6
2857,4
2858,0
2859,4
2860,0
2861,0
2862,4
2863,6
2864,0
2865,1
2866,0
2867,0
2868,0
2869,6
2870,6
2871,1
2872,6
2873,6
2874,6
2875,6
2876,0
2877,0
2878,0
2879,0
2880,6
2881,6
2882,4
2883,6
2884,1
2885,6
2886,6
2887,4
2888,6
2889,0
2890,0
2891,0
2892,0
2893,0
2894,6
2895,4
2896,6
2897,0
2898,0
2899,1
2900,0
2901,6
2902,0
2903,1
2904,4
2905,0
2906,0
2907,0
2908,4
2909,6
2910,6
2911,6
2912,0
2913,0
2914,0
2915,4
2916,1
2917,0
2918,0
2919,6
2920,0
2921,0
2922,7
2923,4
2924,4
2925,1
2926,0
2927,4
2928,4
2929,6
2930,4
2931,4
2932,0
2933,4
2934,0
2935,4
2936,0
2937,0
2938,0
2939,0
2940,6
2941,0
2942,6
2943,4
2944,4
2945,4
2946,4
2947,4
2948,0
2949,0
2950,0
2951,0
2952,6
2953,0
2954,0
2955,4
2956,0
2957,4
2958,6
2959,1
2960,0
2961,0
2962,0
2963,4
2964,0
2965,6
2966,0
2967,4
2968,0
2969,6
2970,0
2971,6
2972,6
2973,4
2974,7
2975,6
2976,4
2977,1
2978,6
2979,4
2980,4
2981,6
2982,1
2983,1
2984,4
2985,0
2986,4
2987,0
2988,0
2989,4
2990,6
2991,0
2992,6
2993,4
2994,4
2995,6
2996,0
